route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
2,1,83,"MSU",1,"0267",83
2,1,84,"MSU",1,"0275",84
2,1,85,"MSU",1,"6273",85
2,1,86,"MSU",1,"6227",86
2,1,87,"MSU",1,"6233",87
2,1,88,"MSU",1,"6297",88
2,1,89,"MSU",1,"6219",89
2,1,90,"MSU",1,"6237",90
2,1,91,"MSU",1,"6241",91
2,1,92,"MSU",1,"6245",92
2,1,93,"MSU",1,"6251",93
2,1,94,"MSU",1,"6253",94
2,1,95,"MSU",1,"6283",95
2,1,96,"MSU",1,"6291",96
2,1,97,"MSU",1,"6293",97
2,1,98,"MSU",1,"6295",98
2,1,99,"MSU",1,"6231",99
2,1,100,"MSU",1,"6209",100
2,1,101,"MSU",1,"6215",101
2,1,102,"MSU",1,"6201",102
2,3,103,"BAY STREET",1,"0513",103
2,3,104,"BAY STREET",1,"0515",104
2,3,105,"BAY STREET",1,"0519",105
2,3,106,"BAY STREET",1,"0523",106
2,3,107,"BAY STREET",1,"0527",107
2,3,108,"BAY STREET",1,"0531",108
2,3,109,"BAY STREET",1,"0535",109
2,3,110,"BAY STREET",1,"0539",110
2,3,111,"BAY STREET",1,"0545",111
2,4,112,"BAY STREET",1,"0509",112
2,2,113,"MSU",1,"9509",113
2,2,114,"MSU",1,"9539",114
2,2,115,"MSU",1,"9545",115
2,2,116,"MSU",1,"9215",116
2,2,117,"MSU",1,"9217",117
2,2,118,"MSU",1,"9221",118
2,2,119,"MSU",1,"9225",119
2,2,120,"MSU",1,"9227",120
2,2,121,"MSU",1,"9231",121
2,2,122,"MSU",1,"9233",122
2,2,123,"MSU",1,"9235",123
2,2,124,"MSU",1,"9237",124
2,2,125,"MSU",1,"9241",125
2,5,126,"BAY STREET",1,"0509",126
2,5,127,"BAY STREET",1,"0539",127
2,5,128,"BAY STREET",1,"0545",128
2,6,129,"BAY STREET",1,"0513",129
2,6,130,"BAY STREET",1,"0515",130
2,6,131,"BAY STREET",1,"0519",131
2,6,132,"BAY STREET",1,"0523",132
2,6,133,"BAY STREET",1,"0527",133
2,6,134,"BAY STREET",1,"0531",134
2,6,135,"BAY STREET",1,"0535",135
3,7,136,"HBLR TONNELLE",0,"342JC005",136
3,7,137,"HBLR TONNELLE",0,"342JC009",136
3,7,138,"HBLR TONNELLE",0,"342JC001",136
3,7,139,"HBLR TONNELLE",0,"342JC007",136
3,7,140,"HBLR TONNELLE",0,"342JC003",136
3,7,141,"HBLR TONNELLE",0,"342JC005",136
3,7,142,"HBLR TONNELLE",0,"342JC009",136
3,7,143,"HBLR TONNELLE",0,"342JC001",136
3,7,144,"HBLR TONNELLE",0,"342JC007",136
3,7,145,"HBLR TONNELLE",0,"342JC003",136
3,7,146,"HBLR TONNELLE",0,"342JC005",136
3,7,147,"HBLR TONNELLE",0,"342JC009",136
3,7,148,"HBLR TONNELLE",0,"342JC001",136
3,7,149,"HBLR TONNELLE",0,"342JC007",136
3,7,150,"HBLR TONNELLE",0,"342JC003",136
3,7,151,"HBLR TONNELLE",0,"342JC005",136
3,7,152,"HBLR TONNELLE",0,"342JC009",136
3,7,153,"HBLR TONNELLE",0,"342JC001",136
3,7,154,"HBLR TONNELLE",0,"342JC007",136
3,7,155,"HBLR TONNELLE",0,"342JC003",136
3,7,156,"HBLR TONNELLE",0,"342JC005",136
3,7,157,"HBLR TONNELLE",0,"342JC009",136
3,7,158,"HBLR TONNELLE",0,"342JC001",136
3,7,159,"HBLR TONNELLE",0,"342JC007",136
3,7,160,"HBLR TONNELLE",0,"342JC003",136
3,7,161,"HBLR TONNELLE",0,"342JC005",136
3,7,162,"HBLR TONNELLE",0,"342JC009",136
3,7,163,"HBLR TONNELLE",0,"342JC001",136
3,7,164,"HBLR TONNELLE",0,"342JC007",136
3,7,165,"HBLR TONNELLE",0,"342JC003",136
3,7,166,"HBLR TONNELLE",0,"342JC005",136
3,7,167,"HBLR TONNELLE",0,"342JC009",136
3,7,168,"HBLR TONNELLE",0,"342JC001",136
3,7,169,"HBLR TONNELLE",0,"342JC007",136
3,7,170,"HBLR TONNELLE",0,"342JC003",136
3,7,171,"HBLR TONNELLE",0,"342JC005",136
3,7,172,"HBLR TONNELLE",0,"342JC009",136
3,7,173,"HBLR TONNELLE",0,"342JC001",136
3,7,174,"HBLR TONNELLE",0,"342JC007",136
3,7,175,"HBLR TONNELLE",0,"342JC003",136
3,7,176,"HBLR TONNELLE",0,"342JC005",136
3,7,177,"HBLR TONNELLE",0,"342JC009",136
3,7,178,"HBLR TONNELLE",0,"342JC001",136
3,7,179,"HBLR TONNELLE",0,"342JC007",136
3,7,180,"HBLR TONNELLE",0,"342JC003",136
3,7,181,"HBLR TONNELLE",0,"342JC005",136
3,7,182,"HBLR TONNELLE",0,"342JC009",136
3,7,183,"HBLR TONNELLE",0,"342JC001",136
3,7,184,"HBLR TONNELLE",0,"342JC007",136
3,7,185,"HBLR TONNELLE",0,"342JC003",136
3,7,186,"HBLR TONNELLE",0,"342JC005",136
3,7,187,"HBLR TONNELLE",0,"342JC009",136
3,7,188,"HBLR TONNELLE",0,"342JC001",136
3,7,189,"HBLR TONNELLE",0,"342JC007",136
3,7,190,"HBLR TONNELLE",0,"342JC003",136
3,7,191,"HBLR TONNELLE",0,"342JC005",136
3,7,192,"HBLR TONNELLE",0,"342JC001",136
3,7,193,"HBLR TONNELLE",0,"342JC003",137
3,7,194,"HBLR HOBOKEN",0,"342JC002",138
3,7,195,"HBLR HOBOKEN",0,"342JC004",138
3,7,196,"HBLR HOBOKEN",0,"342JC008",138
3,7,197,"HBLR HOBOKEN",0,"342JC006",139
3,7,198,"HBLR HOBOKEN",0,"342JC002",139
3,7,199,"HBLR HOBOKEN",0,"342JC004",139
3,7,200,"HBLR HOBOKEN",0,"342JC008",139
3,7,201,"HBLR HOBOKEN",0,"342JC006",139
3,7,202,"HBLR HOBOKEN",0,"342JC002",139
3,7,203,"HBLR HOBOKEN",0,"342JC004",139
3,7,204,"HBLR HOBOKEN",0,"342JC008",139
3,7,205,"HBLR HOBOKEN",0,"342JC006",139
3,7,206,"HBLR HOBOKEN",0,"342JC002",139
3,7,207,"HBLR HOBOKEN",0,"342JC004",139
3,7,208,"HBLR HOBOKEN",0,"342JC008",139
3,7,209,"HBLR HOBOKEN",0,"342JC006",139
3,7,210,"HBLR HOBOKEN",0,"342JC002",139
3,7,211,"HBLR HOBOKEN",0,"342JC004",139
3,7,212,"HBLR HOBOKEN",0,"342JC008",139
3,7,213,"HBLR HOBOKEN",0,"342JC006",139
3,7,214,"HBLR HOBOKEN",0,"342JC002",139
3,7,215,"HBLR HOBOKEN",0,"342JC004",139
3,7,216,"HBLR HOBOKEN",0,"342JC008",139
3,7,217,"HBLR HOBOKEN",0,"342JC006",139
3,7,218,"HBLR HOBOKEN",0,"342JC002",139
3,7,219,"HBLR HOBOKEN",0,"342JC004",139
3,7,220,"HBLR HOBOKEN",0,"342JC008",139
3,7,221,"HBLR HOBOKEN",0,"342JC006",139
3,7,222,"HBLR HOBOKEN",0,"342JC002",139
3,7,223,"HBLR HOBOKEN",0,"342JC004",139
3,7,224,"HBLR HOBOKEN",0,"342JC008",139
3,7,225,"HBLR HOBOKEN",0,"342JC006",139
3,7,226,"HBLR HOBOKEN",0,"342JC002",139
3,7,227,"HBLR HOBOKEN",0,"342JC004",139
3,7,228,"HBLR HOBOKEN",0,"342JC008",139
3,7,229,"HBLR HOBOKEN",0,"342JC006",139
3,7,230,"HBLR HOBOKEN",0,"342JC002",139
3,7,231,"HBLR HOBOKEN",0,"342JC004",139
3,7,232,"HBLR HOBOKEN",0,"342JC008",139
3,7,233,"HBLR HOBOKEN",0,"342JC006",139
3,7,234,"HBLR HOBOKEN",0,"342JC002",139
3,7,235,"HBLR HOBOKEN",0,"342JC004",139
3,7,236,"HBLR HOBOKEN",0,"342JC008",139
3,7,237,"HBLR HOBOKEN",0,"342JC006",139
3,7,238,"HBLR HOBOKEN",0,"342JC002",139
3,7,239,"HBLR HOBOKEN",0,"342JC004",139
3,7,240,"HBLR HOBOKEN",0,"342JC008",139
3,7,241,"HBLR HOBOKEN",0,"342JC006",139
3,7,242,"HBLR HOBOKEN",0,"342JC002",139
3,7,243,"HBLR HOBOKEN",0,"342JC004",139
3,7,244,"HBLR HOBOKEN",0,"342JC008",139
3,7,245,"HBLR HOBOKEN",0,"342JC006",139
3,7,246,"HBLR HOBOKEN",0,"342JC002",139
3,7,247,"HBLR HOBOKEN",0,"342JC004",139
3,7,248,"HBLR HOBOKEN",0,"342JC008",139
3,7,249,"HBLR HOBOKEN",0,"342JC006",139
3,7,250,"HBLR HOBOKEN",0,"342JC002",139
3,7,251,"HBLR HOBOKEN",0,"342JC004",139
3,7,252,"HBLR HOBOKEN",0,"342JC006",139
3,7,253,"HBLR HOBOKEN",0,"342JC002",139
3,7,254,"HBLR WEST SIDE",1,"342JC001",140
3,7,255,"HBLR WEST SIDE",1,"342JC007",140
3,7,256,"HBLR WEST SIDE",1,"342JC003",140
3,7,257,"HBLR WEST SIDE",1,"342JC005",140
3,7,258,"HBLR WEST SIDE",1,"342JC009",140
3,7,259,"HBLR WEST SIDE",1,"342JC001",140
3,7,260,"HBLR WEST SIDE",1,"342JC007",140
3,7,261,"HBLR WEST SIDE",1,"342JC003",140
3,7,262,"HBLR WEST SIDE",1,"342JC005",140
3,7,263,"HBLR WEST SIDE",1,"342JC009",140
3,7,264,"HBLR WEST SIDE",1,"342JC001",140
3,7,265,"HBLR WEST SIDE",1,"342JC007",140
3,7,266,"HBLR WEST SIDE",1,"342JC003",140
3,7,267,"HBLR WEST SIDE",1,"342JC005",140
3,7,268,"HBLR WEST SIDE",1,"342JC009",140
3,7,269,"HBLR WEST SIDE",1,"342JC001",140
3,7,270,"HBLR WEST SIDE",1,"342JC007",140
3,7,271,"HBLR WEST SIDE",1,"342JC003",140
3,7,272,"HBLR WEST SIDE",1,"342JC005",140
3,7,273,"HBLR WEST SIDE",1,"342JC009",140
3,7,274,"HBLR WEST SIDE",1,"342JC001",140
3,7,275,"HBLR WEST SIDE",1,"342JC007",140
3,7,276,"HBLR WEST SIDE",1,"342JC003",140
3,7,277,"HBLR WEST SIDE",1,"342JC005",140
3,7,278,"HBLR WEST SIDE",1,"342JC009",140
3,7,279,"HBLR WEST SIDE",1,"342JC001",140
3,7,280,"HBLR WEST SIDE",1,"342JC007",140
3,7,281,"HBLR WEST SIDE",1,"342JC003",140
3,7,282,"HBLR WEST SIDE",1,"342JC005",140
3,7,283,"HBLR WEST SIDE",1,"342JC009",140
3,7,284,"HBLR WEST SIDE",1,"342JC001",140
3,7,285,"HBLR WEST SIDE",1,"342JC007",140
3,7,286,"HBLR WEST SIDE",1,"342JC003",140
3,7,287,"HBLR WEST SIDE",1,"342JC005",140
3,7,288,"HBLR WEST SIDE",1,"342JC009",140
3,7,289,"HBLR WEST SIDE",1,"342JC001",140
3,7,290,"HBLR WEST SIDE",1,"342JC007",140
3,7,291,"HBLR WEST SIDE",1,"342JC003",140
3,7,292,"HBLR WEST SIDE",1,"342JC005",140
3,7,293,"HBLR WEST SIDE",1,"342JC009",140
3,7,294,"HBLR WEST SIDE",1,"342JC001",140
3,7,295,"HBLR WEST SIDE",1,"342JC007",140
3,7,296,"HBLR WEST SIDE",1,"342JC003",140
3,7,297,"HBLR WEST SIDE",1,"342JC005",140
3,7,298,"HBLR WEST SIDE",1,"342JC009",140
3,7,299,"HBLR WEST SIDE",1,"342JC001",140
3,7,300,"HBLR WEST SIDE",1,"342JC007",140
3,7,301,"HBLR WEST SIDE",1,"342JC003",140
3,7,302,"HBLR WEST SIDE",1,"342JC005",140
3,7,303,"HBLR WEST SIDE",1,"342JC009",140
3,7,304,"HBLR WEST SIDE",1,"342JC001",140
3,7,305,"HBLR WEST SIDE",1,"342JC007",140
3,7,306,"HBLR WEST SIDE",1,"342JC003",140
3,7,307,"HBLR WEST SIDE",1,"342JC005",140
3,7,308,"HBLR WEST SIDE",1,"342JC009",140
3,7,309,"HBLR WEST SIDE",1,"342JC001",140
3,7,310,"HBLR WEST SIDE",1,"342JC007",140
3,7,311,"HBLR WEST SIDE",1,"342JC003",140
3,7,312,"HBLR WEST SIDE",1,"342JC005",140
3,7,313,"HBLR WEST SIDE",1,"342JC001",140
3,7,314,"HBLR BAYONNE 8TH ST",1,"342JC002",141
3,7,315,"HBLR BAYONNE 8TH ST",1,"342JC004",141
